customer_id,tenure_months,contract_type,plan_type,monthly_charges,total_charges,payment_method,payment_delay_days,data_usage_gb,has_streaming_addon,num_support_tickets,last_login_days_ago,clv_estimated,churned
C-04185,5,Month-to-month,Standard,47.24,236.2,Bank transfer,1,31.28,1,0,9,821.5,0
C-04186,25,One-year,Standard,52.51,1312.75,Bank transfer,2,38.72,0,0,15,2453.08,0
C-04187,4,Month-to-month,Standard,46.44,185.76,Bank transfer,10,1.31,0,2,7,92.75,1
C-04188,21,One-year,Basic,27.43,576.03,Mailed check,4,3.72,0,0,18,940.36,0
C-04189,25,One-year,Premium,119.16,2979.0,Credit card,7,23.43,1,0,19,3214.5,0
C-04190,38,One-year,Premium,79.74,3030.12,Bank transfer,0,54.7,1,0,1,2101.89,0
C-04191,27,One-year,Premium,100.31,2708.37,Bank transfer,4,29.02,1,1,4,3244.43,0
C-04192,17,Two-year,Basic,20.12,342.04,Credit card,0,2.12,1,0,10,903.62,0
C-04193,3,Month-to-month,Premium,107.07,321.21,Bank transfer,14,3.68,1,2,48,163.46,1
C-04194,17,One-year,Premium,83.87,1425.79,Electronic check,0,3.41,0,2,53,192.55,1
C-04195,25,One-year,Premium,80.83,2020.75,Credit card,0,24.79,1,0,3,2052.55,0
C-04196,9,Month-to-month,Basic,26.74,240.66,Credit card,6,0.64,0,2,70,62.09,1
C-04197,3,Month-to-month,Standard,64.28,192.84,Credit card,0,4.35,1,1,3,551.09,0
C-04198,1,Month-to-month,Premium,79.8,79.8,Electronic check,25,5.87,1,2,24,160.18,1
C-04199,8,Month-to-month,Standard,50.75,406.0,Electronic check,8,12.58,1,0,3,855.63,0
C-04200,10,One-year,Standard,45.21,452.1,Bank transfer,0,3.94,1,0,5,544.86,0
C-04201,60,Two-year,Premium,118.58,7114.8,Bank transfer,0,26.23,1,0,10,4236.21,0
C-04202,1,Month-to-month,Standard,59.8,59.8,Mailed check,20,7.07,1,3,58,29.9,1
C-04203,22,Month-to-month,Standard,63.0,1386.0,Electronic check,3,5.61,0,2,65,131.14,1
C-04204,32,Two-year,Standard,61.28,1960.96,Electronic check,10,11.04,0,0,1,2452.91,0
C-04205,7,Month-to-month,Premium,81.5,570.5,Electronic check,4,8.93,1,1,10,1309.14,0
C-04206,6,Month-to-month,Basic,31.9,191.4,Bank transfer,2,0.26,0,0,8,97.77,1
C-04207,26,One-year,Standard,48.29,1255.54,Bank transfer,1,30.95,1,1,9,1448.45,0
C-04208,25,One-year,Standard,55.03,1375.75,Mailed check,10,6.3,0,2,10,1779.41,0
C-04209,16,Month-to-month,Standard,59.22,947.52,Mailed check,2,19.27,1,0,0,894.06,0
C-04210,13,Month-to-month,Standard,58.97,766.61,Credit card,0,6.26,1,2,4,801.57,0
C-04211,2,Month-to-month,Premium,80.36,160.72,Credit card,0,21.35,1,0,0,753.89,0
C-04212,19,One-year,Premium,76.55,1454.45,Mailed check,8,31.75,0,0,6,2738.39,0
C-04213,20,One-year,Basic,35.96,719.2,Credit card,1,2.12,0,0,2,1523.02,0
C-04214,29,Month-to-month,Standard,63.15,1831.35,Mailed check,14,11.35,0,1,8,1580.34,0
C-04215,31,One-year,Basic,21.64,670.84,Bank transfer,0,1.34,0,0,0,443.58,0
C-04216,41,Two-year,Basic,22.55,924.55,Credit card,1,1.14,0,0,4,1365.66,0
C-04217,9,Month-to-month,Standard,67.31,605.79,Credit card,0,5.3,0,0,0,1146.3,0
C-04218,2,Month-to-month,Premium,109.61,219.22,Credit card,2,3.63,1,3,158,348.25,1
C-04219,17,One-year,Premium,119.83,2037.11,Credit card,3,21.88,1,0,3,3964.44,0
C-04220,14,Month-to-month,Basic,25.08,351.12,Bank transfer,8,0.93,0,1,80,56.46,1
C-04221,9,Month-to-month,Basic,29.76,267.84,Electronic check,18,0.66,0,1,66,67.63,1
C-04222,24,One-year,Standard,50.91,1221.84,Mailed check,35,12.07,1,0,7,837.42,0
C-04223,39,Two-year,Standard,60.57,2362.23,Bank transfer,2,9.83,1,0,13,2142.09,0
C-04224,27,Two-year,Basic,22.31,602.37,Bank transfer,0,1.15,0,0,15,931.19,0
C-04225,23,One-year,Premium,80.73,1856.79,Bank transfer,0,24.75,1,0,3,2186.53,0
C-04226,26,One-year,Premium,78.23,2033.98,Bank transfer,0,26.19,1,0,7,2420.14,0
C-04227,3,Month-to-month,Standard,62.34,187.02,Bank transfer,11,4.27,0,3,47,101.61,1
C-04228,9,One-year,Premium,97.23,875.07,Credit card,1,14.38,1,2,3,2523.41,0
C-04229,14,Month-to-month,Basic,32.35,452.9,Credit card,4,0.22,0,0,39,96.79,1
C-04230,26,Month-to-month,Standard,66.98,1741.48,Credit card,5,10.03,1,0,8,1748.76,0
C-04231,33,One-year,Standard,63.51,2095.83,Credit card,0,11.16,0,0,0,2212.87,0
C-04232,19,One-year,Basic,29.23,555.37,Electronic check,7,1.84,0,0,5,707.46,0
C-04233,6,Month-to-month,Premium,119.3,715.8,Credit card,5,12.21,1,0,64,278.59,1
C-04234,48,Two-year,Standard,56.41,2707.68,Mailed check,18,15.29,1,1,8,3429.99,0
C-04235,7,Month-to-month,Standard,47.81,334.67,Mailed check,20,3.32,0,2,20,86.21,1
C-04236,6,Month-to-month,Basic,39.85,239.1,Mailed check,18,0.83,0,3,85,122.5,1
C-04237,11,Month-to-month,Basic,20.46,225.06,Mailed check,21,0.94,0,1,119,72.6,1
C-04238,22,One-year,Basic,31.0,682.0,Credit card,1,1.09,0,0,0,1172.01,0
C-04239,17,One-year,Standard,52.73,896.41,Bank transfer,1,8.24,1,1,0,1843.41,0
C-04240,26,Month-to-month,Standard,57.59,1497.34,Credit card,4,1.44,0,1,9,131.16,1
C-04241,14,One-year,Basic,31.17,436.38,Electronic check,2,4.57,0,0,19,1093.19,0
C-04242,11,Month-to-month,Standard,51.0,561.0,Mailed check,13,1.58,0,0,15,119.07,1
C-04243,19,One-year,Standard,58.92,1119.48,Mailed check,4,10.18,1,0,0,1190.64,0
C-04244,7,Month-to-month,Standard,63.9,447.3,Bank transfer,4,6.94,0,4,20,195.81,1
C-04245,35,Month-to-month,Standard,51.66,1808.1,Electronic check,0,5.46,0,0,1,956.43,0
C-04246,49,Two-year,Premium,92.25,4520.25,Credit card,3,48.81,1,1,3,6676.6,0
C-04247,3,Month-to-month,Standard,51.71,155.13,Credit card,4,10.09,1,3,19,217.86,1
C-04248,1,Month-to-month,Standard,65.51,65.51,Electronic check,0,8.87,1,0,7,1080.53,0
C-04249,4,One-year,Basic,34.5,138.0,Bank transfer,0,1.54,0,0,6,1091.48,0
C-04250,44,Two-year,Basic,37.42,1646.48,Mailed check,8,4.54,0,4,4,1635.15,0
C-04251,1,Month-to-month,Basic,23.4,23.4,Credit card,1,1.26,0,0,10,28.95,1
C-04252,21,Month-to-month,Standard,46.84,983.64,Mailed check,4,9.48,1,0,10,826.97,0
C-04253,46,Month-to-month,Basic,22.39,1029.94,Bank transfer,4,4.11,0,2,11,407.42,0
C-04254,35,One-year,Basic,23.22,812.7,Electronic check,11,3.9,0,0,5,454.4,0
C-04255,19,Month-to-month,Standard,58.33,1108.27,Electronic check,11,7.38,0,1,0,658.47,0
C-04256,26,One-year,Basic,39.42,1024.92,Mailed check,8,2.28,0,0,3,244.98,0
C-04257,40,Two-year,Basic,27.14,1085.6,Credit card,4,2.69,0,1,6,985.53,0
C-04258,1,Month-to-month,Basic,39.17,39.17,Mailed check,16,0.89,1,3,32,104.82,1
C-04259,1,Month-to-month,Standard,45.96,45.96,Credit card,9,2.02,1,2,16,144.98,1
C-04260,1,Month-to-month,Basic,38.54,38.54,Credit card,0,1.26,1,0,1,237.89,0
C-04261,3,Month-to-month,Standard,49.53,148.59,Bank transfer,0,3.99,0,0,0,493.28,0
C-04262,42,Two-year,Standard,67.81,2848.02,Electronic check,1,12.13,1,0,2,4086.81,0
C-04263,4,Month-to-month,Standard,46.41,185.64,Bank transfer,4,1.79,1,3,48,61.13,1
C-04264,2,Month-to-month,Standard,68.71,137.42,Electronic check,7,2.64,1,3,40,112.07,1
C-04265,24,One-year,Premium,84.04,2016.96,Electronic check,3,61.31,1,1,8,2058.96,0
C-04266,3,Month-to-month,Basic,26.05,78.15,Credit card,3,0.75,0,4,22,71.21,1
C-04267,18,One-year,Basic,29.82,536.76,Mailed check,17,0.8,0,2,4,1293.87,0
C-04268,15,Month-to-month,Basic,27.61,414.15,Credit card,6,0.34,0,3,16,56.85,1
C-04269,44,Two-year,Basic,33.35,1467.4,Mailed check,13,1.37,1,2,1,1454.39,0
C-04270,43,Two-year,Basic,39.5,1698.5,Credit card,2,1.12,0,0,10,1808.63,0
C-04271,29,One-year,Basic,32.13,931.77,Bank transfer,0,0.88,0,1,1,1193.14,0
C-04272,51,Two-year,Standard,63.04,3215.04,Bank transfer,0,8.97,0,1,2,3356.99,0
C-04273,4,Month-to-month,Standard,47.2,188.8,Credit card,5,5.98,1,1,18,84.94,1
C-04274,7,Month-to-month,Basic,32.56,227.92,Bank transfer,2,3.24,1,2,5,577.55,0
C-04275,33,One-year,Standard,56.35,1859.55,Credit card,2,6.79,1,0,17,1366.88,0
C-04276,36,One-year,Basic,37.72,1357.92,Credit card,0,1.76,0,0,7,929.83,0
C-04277,12,Month-to-month,Basic,27.76,333.12,Credit card,18,0.63,0,0,42,24.46,1
C-04278,1,Month-to-month,Standard,61.99,61.99,Bank transfer,4,1.68,1,2,30,180.79,1
C-04279,4,Month-to-month,Basic,24.56,98.24,Electronic check,13,1.66,0,2,91,12.28,1
C-04280,5,Month-to-month,Basic,25.19,125.95,Bank transfer,1,0.79,0,2,13,56.0,1
C-04281,3,Month-to-month,Standard,54.4,163.2,Mailed check,28,1.7,1,3,16,107.64,1
C-04282,22,One-year,Premium,88.68,1950.96,Bank transfer,1,9.7,1,1,6,2593.72,0
C-04283,4,Month-to-month,Standard,51.35,205.4,Electronic check,2,22.19,1,1,4,735.66,0
C-04284,6,Month-to-month,Basic,20.99,125.94,Electronic check,4,0.31,0,0,18,37.04,1
C-04285,22,One-year,Premium,112.65,2478.3,Bank transfer,2,29.33,1,0,6,4965.59,0
C-04286,30,One-year,Standard,46.61,1398.3,Electronic check,3,2.86,0,1,7,1425.56,0
C-04287,50,Two-year,Standard,67.18,3359.0,Credit card,2,8.96,1,1,1,3333.16,0
C-04288,26,One-year,Premium,80.65,2096.9,Mailed check,8,25.79,1,1,8,2544.16,0
C-04289,7,Month-to-month,Standard,46.63,326.41,Electronic check,8,4.89,1,1,34,67.09,1
C-04290,30,Two-year,Basic,31.26,937.8,Credit card,0,9.09,0,0,12,1322.93,0
C-04291,33,One-year,Standard,57.56,1899.48,Electronic check,2,6.18,1,3,1,1969.57,0
C-04292,1,Month-to-month,Standard,57.28,57.28,Credit card,0,14.77,0,1,3,742.17,0
C-04293,25,One-year,Standard,59.36,1484.0,Credit card,2,12.35,1,0,12,1734.9,0
C-04294,33,Two-year,Standard,52.18,1721.94,Credit card,2,6.01,1,0,4,3110.74,0
C-04295,9,Month-to-month,Premium,104.83,943.47,Electronic check,24,17.54,0,2,25,153.44,1
C-04296,24,Month-to-month,Premium,97.61,2342.64,Electronic check,11,22.6,1,0,0,1692.71,0
C-04297,3,Month-to-month,Premium,90.06,270.18,Electronic check,4,38.0,1,0,0,1471.11,0
C-04298,2,Month-to-month,Premium,112.19,224.38,Credit card,5,25.85,1,2,55,269.48,1
C-04299,1,Month-to-month,Premium,107.75,107.75,Bank transfer,1,26.45,1,3,21,2033.46,0
C-04300,31,One-year,Basic,27.87,863.97,Electronic check,0,1.75,1,2,1,683.61,0
C-04301,1,Month-to-month,Basic,36.95,36.95,Credit card,18,1.26,0,4,27,58.15,1
C-04302,23,Two-year,Standard,68.01,1564.23,Bank transfer,1,20.86,1,1,0,2829.08,0
C-04303,18,One-year,Premium,99.16,1784.88,Credit card,4,15.77,1,0,1,2403.0,0
C-04304,29,One-year,Standard,50.37,1460.73,Credit card,6,6.88,0,0,4,804.24,0
C-04305,45,Two-year,Standard,67.89,3055.05,Bank transfer,1,13.53,1,0,0,3381.64,0
C-04306,15,Month-to-month,Basic,23.79,356.85,Electronic check,19,1.0,1,3,64,34.84,1
C-04307,7,Month-to-month,Basic,20.97,146.79,Credit card,4,0.3,0,4,50,50.05,1
C-04308,26,One-year,Standard,53.19,1382.94,Credit card,1,12.48,0,0,3,1631.69,0
C-04309,36,Two-year,Basic,34.54,1243.44,Credit card,3,2.82,0,0,24,1527.5,0
C-04310,18,One-year,Basic,38.47,692.46,Credit card,0,1.7,1,0,0,1012.75,0
C-04311,18,Month-to-month,Basic,32.75,589.5,Credit card,1,2.08,0,0,3,330.03,0
C-04312,39,Two-year,Basic,39.04,1522.56,Bank transfer,3,1.51,0,0,2,1924.4,0
C-04313,4,Month-to-month,Standard,47.31,189.24,Electronic check,28,1.48,0,4,22,91.47,1
C-04314,46,Two-year,Basic,21.22,976.12,Bank transfer,0,1.57,0,0,7,886.31,0
C-04315,38,Two-year,Standard,60.1,2283.8,Electronic check,12,9.43,0,4,0,1693.23,0
C-04316,23,Month-to-month,Basic,39.32,904.36,Electronic check,0,0.96,0,0,5,659.21,0
C-04317,14,One-year,Premium,97.62,1366.68,Credit card,3,19.85,1,0,17,2825.95,0
C-04318,8,Month-to-month,Basic,21.03,168.24,Credit card,2,0.34,0,2,8,60.6,1
C-04319,13,Month-to-month,Standard,50.53,656.89,Mailed check,32,5.87,0,4,8,102.58,1
C-04320,13,One-year,Standard,51.12,664.56,Credit card,2,7.48,1,0,4,2020.68,0
C-04321,25,One-year,Basic,26.76,669.0,Credit card,1,1.08,0,1,3,668.2,0
C-04322,35,Two-year,Premium,76.96,2693.6,Credit card,0,22.09,1,0,3,3489.66,0
C-04323,31,One-year,Standard,67.62,2096.22,Bank transfer,0,6.42,1,2,3,1483.39,0
C-04324,2,Month-to-month,Standard,57.89,115.78,Bank transfer,3,3.82,0,1,19,103.5,1
C-04325,33,Two-year,Basic,33.42,1102.86,Mailed check,22,1.7,0,0,4,1880.45,0
C-04326,50,Two-year,Premium,78.02,3901.0,Mailed check,14,6.33,1,0,0,4412.28,0
C-04327,2,Month-to-month,Standard,46.35,92.7,Bank transfer,2,82.68,1,0,15,896.03,0
C-04328,48,Two-year,Basic,31.73,1523.04,Bank transfer,2,2.16,0,0,4,1096.15,0
C-04329,12,Month-to-month,Basic,37.75,453.0,Credit card,13,1.12,1,1,22,33.06,1
C-04330,36,Two-year,Premium,98.78,3556.08,Credit card,2,11.35,1,1,13,4495.86,0
C-04331,1,Month-to-month,Standard,66.95,66.95,Credit card,0,3.75,0,1,2,932.52,0
C-04332,1,Month-to-month,Standard,65.27,65.27,Credit card,4,2.5,1,1,28,165.17,1
C-04333,8,Month-to-month,Standard,46.9,375.2,Credit card,1,5.34,0,5,27,111.57,1
C-04334,32,One-year,Standard,50.05,1601.6,Credit card,10,13.75,1,3,3,1639.54,0
C-04335,38,Month-to-month,Basic,33.15,1259.7,Credit card,3,1.04,0,4,58,51.14,1
C-04336,17,Month-to-month,Basic,28.87,490.79,Mailed check,3,1.11,0,0,13,545.21,0
C-04337,34,One-year,Standard,52.27,1777.18,Bank transfer,0,2.01,0,0,4,1707.76,0
C-04338,17,Two-year,Premium,93.84,1595.28,Mailed check,10,23.33,1,0,3,4182.21,0
C-04339,3,Month-to-month,Basic,28.9,86.7,Bank transfer,0,1.54,0,0,4,478.66,0
C-04340,1,Month-to-month,Standard,67.76,67.76,Bank transfer,7,0.88,0,2,71,151.96,1
C-04341,6,Month-to-month,Standard,47.59,285.54,Credit card,3,7.94,1,2,37,53.5,1
C-04342,6,Month-to-month,Standard,51.99,311.94,Credit card,3,1.41,1,2,14,79.92,1
C-04343,48,Two-year,Premium,99.19,4761.12,Credit card,0,33.4,1,0,4,4108.26,0
C-04344,42,Two-year,Standard,62.46,2623.32,Mailed check,2,3.87,1,0,8,3613.17,0
C-04345,36,One-year,Basic,32.61,1173.96,Mailed check,5,0.84,0,3,22,51.33,1
C-04346,1,Month-to-month,Premium,117.37,117.37,Credit card,3,6.05,1,1,30,237.33,1
C-04347,36,One-year,Standard,64.89,2336.04,Credit card,0,7.37,0,0,5,2281.94,0
C-04348,22,One-year,Premium,100.07,2201.54,Bank transfer,0,57.11,1,0,9,2394.75,0
C-04349,51,Two-year,Standard,50.37,2568.87,Credit card,0,28.52,0,0,20,2858.98,0
C-04350,52,One-year,Premium,95.29,4955.08,Bank transfer,2,27.62,1,2,0,3591.73,0
C-04351,26,One-year,Basic,33.87,880.62,Credit card,1,2.64,1,0,8,440.61,0
C-04352,28,One-year,Basic,36.76,1029.28,Bank transfer,0,3.42,1,0,5,1207.61,0
C-04353,23,Month-to-month,Premium,118.19,2718.37,Credit card,0,32.21,1,2,0,2861.0,0
C-04354,32,Two-year,Basic,32.11,1027.52,Bank transfer,1,2.51,1,0,7,1417.85,0
C-04355,16,One-year,Basic,30.54,488.64,Credit card,0,1.55,0,0,0,1048.16,0
C-04356,31,One-year,Standard,45.44,1408.64,Bank transfer,1,3.28,1,0,9,881.73,0
C-04357,9,Month-to-month,Premium,78.24,704.16,Mailed check,60,5.26,1,0,71,57.29,1
C-04358,15,One-year,Basic,23.12,346.8,Credit card,7,1.14,0,2,80,38.4,1
C-04359,33,One-year,Premium,77.46,2556.18,Mailed check,1,28.82,1,0,0,1719.18,0
C-04360,16,Month-to-month,Standard,55.02,880.32,Electronic check,2,1.75,0,0,30,125.72,1
C-04361,7,Month-to-month,Standard,53.42,373.94,Mailed check,10,3.65,0,2,62,120.69,1
C-04362,26,One-year,Premium,103.68,2695.68,Electronic check,0,16.87,0,0,4,4572.14,0
C-04363,28,One-year,Standard,58.39,1634.92,Electronic check,3,12.81,1,2,0,2124.29,0
C-04364,21,One-year,Basic,31.92,670.32,Mailed check,28,0.63,0,3,10,48.58,1
C-04365,5,Month-to-month,Basic,29.44,147.2,Credit card,1,1.18,0,0,59,59.95,1
C-04366,22,One-year,Standard,51.94,1142.68,Bank transfer,0,7.38,0,1,5,1648.55,0
C-04367,22,Month-to-month,Standard,68.82,1514.04,Mailed check,21,2.19,1,1,65,166.7,1
C-04368,6,Month-to-month,Premium,78.89,473.34,Electronic check,1,16.26,1,0,12,429.49,0
C-04369,18,Month-to-month,Standard,68.47,1232.46,Mailed check,1,1.09,0,1,41,112.13,1
C-04370,3,Month-to-month,Standard,52.78,158.34,Electronic check,14,4.23,1,2,65,149.57,1
C-04371,4,Month-to-month,Standard,57.82,231.28,Mailed check,2,1.19,0,0,54,133.9,1
C-04372,22,Month-to-month,Basic,22.18,487.96,Electronic check,9,1.08,0,0,0,404.5,0
C-04373,5,Month-to-month,Basic,21.42,107.1,Electronic check,0,2.15,0,1,0,318.85,0
C-04374,15,Month-to-month,Premium,94.33,1414.95,Bank transfer,8,3.75,1,5,155,178.73,1
C-04375,36,One-year,Basic,34.83,1253.88,Mailed check,13,2.21,0,0,9,1056.51,0
C-04376,1,Month-to-month,Basic,25.39,25.39,Electronic check,2,0.47,1,2,24,32.28,1
C-04377,6,Month-to-month,Standard,59.06,354.36,Electronic check,0,40.91,0,2,3,1157.86,0
C-04378,46,Two-year,Standard,51.97,2390.62,Electronic check,1,9.74,1,0,16,2531.03,0
C-04379,23,Month-to-month,Premium,92.49,2127.27,Credit card,3,20.3,1,0,10,1432.91,0
C-04380,19,One-year,Basic,38.13,724.47,Credit card,2,2.12,0,2,0,1015.61,0
C-04381,1,Month-to-month,Basic,37.12,37.12,Mailed check,7,1.55,0,2,39,37.25,1
C-04382,13,Month-to-month,Basic,30.32,394.16,Bank transfer,1,1.96,0,0,3,747.46,0
C-04383,9,One-year,Standard,50.95,458.55,Credit card,2,13.61,1,1,2,1730.73,0
C-04384,19,One-year,Basic,23.86,453.34,Credit card,12,2.45,1,1,2,770.7,0
C-04385,31,Two-year,Standard,68.85,2134.35,Electronic check,2,7.58,1,0,3,3675.17,0
C-04386,22,One-year,Premium,84.12,1850.64,Electronic check,13,11.5,1,1,36,42.06,1
C-04387,62,Two-year,Premium,111.37,6904.94,Electronic check,3,54.57,1,0,7,7234.68,0
C-04388,13,Month-to-month,Basic,27.38,355.94,Bank transfer,3,0.51,0,2,21,13.69,1
C-04389,32,Month-to-month,Standard,69.64,2228.48,Bank transfer,0,4.99,0,1,10,1625.35,0
C-04390,1,Month-to-month,Standard,54.2,54.2,Credit card,0,7.45,1,0,18,1006.03,0
C-04391,12,Month-to-month,Premium,90.82,1089.84,Credit card,3,8.52,1,1,2,1054.47,0
C-04392,20,One-year,Premium,103.69,2073.8,Electronic check,10,26.28,1,1,4,3197.28,0
C-04393,12,One-year,Basic,39.23,470.76,Credit card,8,0.64,0,0,34,93.72,1
C-04394,1,Month-to-month,Standard,69.41,69.41,Bank transfer,10,1.08,0,2,19,110.82,1
C-04395,37,Two-year,Basic,34.14,1263.18,Bank transfer,0,2.17,0,1,3,2048.73,0
C-04396,33,Two-year,Basic,35.09,1157.97,Bank transfer,0,3.3,0,0,9,1154.56,0
C-04397,4,Month-to-month,Basic,31.27,125.08,Mailed check,10,1.62,0,4,12,35.94,1
C-04398,22,Month-to-month,Standard,63.89,1405.58,Credit card,0,19.45,1,0,0,664.87,0
C-04399,13,Month-to-month,Standard,66.49,864.37,Electronic check,5,1.54,0,0,27,56.82,1
C-04400,35,Month-to-month,Basic,29.72,1040.2,Credit card,7,0.98,0,3,26,63.39,1
C-04401,9,Month-to-month,Standard,60.5,544.5,Credit card,9,0.68,0,2,40,198.65,1
C-04402,17,One-year,Basic,30.75,522.75,Bank transfer,4,1.22,0,4,1,1131.68,0
C-04403,3,Month-to-month,Standard,59.06,177.18,Credit card,0,14.77,0,0,3,954.72,0
C-04404,3,Month-to-month,Basic,37.8,113.4,Electronic check,6,2.18,0,0,6,995.44,0
C-04405,30,Two-year,Basic,27.11,813.3,Bank transfer,4,1.02,0,2,26,76.57,1
C-04406,26,One-year,Standard,50.2,1305.2,Credit card,0,5.17,0,2,3,1236.47,0
C-04407,62,Two-year,Basic,29.13,1806.06,Credit card,0,4.21,0,0,14,1312.55,0
C-04408,4,Month-to-month,Standard,50.2,200.8,Bank transfer,4,7.5,0,3,21,112.03,1
C-04409,1,Month-to-month,Basic,29.97,29.97,Electronic check,6,1.65,0,1,68,41.19,1
C-04410,25,One-year,Standard,67.59,1689.75,Bank transfer,1,4.72,1,0,0,1491.83,0
C-04411,1,Month-to-month,Basic,32.35,32.35,Bank transfer,1,3.62,0,0,13,725.53,0
C-04412,12,Month-to-month,Standard,66.39,796.68,Electronic check,19,4.09,0,4,11,184.3,1
C-04413,21,One-year,Standard,49.15,1032.15,Bank transfer,0,6.25,1,0,9,1073.45,0
C-04414,18,One-year,Basic,38.02,684.36,Credit card,2,2.75,0,0,0,1251.3,0
C-04415,16,Month-to-month,Standard,60.04,960.64,Bank transfer,9,5.51,1,0,13,136.77,1
C-04416,8,Month-to-month,Basic,20.64,165.12,Bank transfer,2,0.42,1,4,126,23.06,1
C-04417,2,Month-to-month,Standard,60.83,121.66,Electronic check,0,30.99,0,1,11,1212.96,0
C-04418,22,Month-to-month,Basic,39.03,858.66,Bank transfer,1,2.53,0,5,27,94.22,1
C-04419,1,Month-to-month,Standard,46.98,46.98,Mailed check,16,6.59,1,0,34,115.19,1
C-04420,2,Month-to-month,Standard,59.56,119.12,Credit card,5,2.43,1,1,74,105.1,1
C-04421,13,Month-to-month,Premium,116.2,1510.6,Mailed check,3,28.93,1,0,11,2292.6,0
C-04422,40,Two-year,Standard,45.24,1809.6,Bank transfer,0,3.56,1,1,0,2248.71,0
C-04423,15,One-year,Standard,60.77,911.55,Electronic check,0,4.45,1,1,52,124.86,1
C-04424,32,One-year,Standard,56.87,1819.84,Credit card,2,9.58,1,1,0,2100.91,0
C-04425,1,Month-to-month,Premium,90.61,90.61,Bank transfer,2,9.52,1,1,21,110.42,1
C-04426,19,Month-to-month,Standard,60.69,1153.11,Electronic check,15,3.82,1,2,7,79.26,1
C-04427,3,Month-to-month,Basic,21.05,63.15,Electronic check,10,0.26,0,1,58,23.84,1
C-04428,2,Month-to-month,Premium,108.89,217.78,Credit card,1,14.17,1,0,0,2593.21,0
C-04429,7,Month-to-month,Standard,45.11,315.77,Bank transfer,1,5.73,1,2,81,88.92,1
C-04430,27,One-year,Premium,88.81,2397.87,Credit card,2,58.3,1,0,7,2208.28,0
C-04431,35,One-year,Premium,97.68,3418.8,Mailed check,5,15.31,1,2,8,3903.6,0
C-04432,36,One-year,Basic,27.54,991.44,Mailed check,50,1.02,0,3,78,49.43,1
C-04433,33,Month-to-month,Standard,52.69,1738.77,Credit card,13,6.22,1,2,42,26.34,1
C-04434,37,Two-year,Basic,36.62,1354.94,Mailed check,23,1.55,0,0,21,1512.89,0
C-04435,2,Month-to-month,Basic,38.7,77.4,Mailed check,4,2.82,0,0,1,713.48,0
C-04436,1,Month-to-month,Basic,37.47,37.47,Bank transfer,0,1.98,1,0,1,752.6,0
C-04437,24,Month-to-month,Standard,58.06,1393.44,Electronic check,16,5.13,0,2,24,83.57,1
C-04438,18,One-year,Basic,37.68,678.24,Bank transfer,8,0.27,0,1,98,61.81,1
C-04439,60,Two-year,Basic,38.42,2305.2,Electronic check,7,1.16,0,1,2,1645.19,0
C-04440,8,Month-to-month,Standard,55.23,441.84,Credit card,2,3.91,1,1,47,137.23,1
C-04441,50,Two-year,Basic,25.67,1283.5,Credit card,3,2.11,0,0,10,1568.06,0
C-04442,49,Two-year,Basic,21.97,1076.53,Bank transfer,1,1.96,0,0,1,886.87,0
C-04443,25,Month-to-month,Basic,29.58,739.5,Credit card,4,0.89,1,3,28,91.78,1
C-04444,5,Month-to-month,Basic,38.93,194.65,Electronic check,22,0.45,1,0,53,82.5,1
C-04445,3,Month-to-month,Standard,59.02,177.06,Credit card,1,3.97,0,0,5,995.48,0
C-04446,31,Two-year,Basic,33.35,1033.85,Bank transfer,1,1.57,0,0,2,1491.51,0
C-04447,9,Month-to-month,Premium,80.08,720.72,Mailed check,6,20.2,0,1,2,958.84,0
C-04448,38,One-year,Standard,48.59,1846.42,Bank transfer,1,7.61,1,0,2,1111.61,0
C-04449,5,Month-to-month,Basic,29.29,146.45,Bank transfer,0,0.97,0,3,85,34.2,1
C-04450,23,One-year,Basic,39.03,897.69,Mailed check,14,1.14,0,1,36,42.48,1
C-04451,11,Month-to-month,Standard,54.02,594.22,Mailed check,8,12.43,0,1,8,1084.44,0
C-04452,14,One-year,Standard,66.94,937.16,Credit card,1,10.31,1,1,3,3106.4,0
C-04453,41,Two-year,Basic,22.41,918.81,Bank transfer,2,1.62,0,1,1,896.32,0
C-04454,56,Two-year,Basic,32.34,1811.04,Mailed check,3,1.31,0,1,11,1446.48,0
C-04455,38,Two-year,Premium,102.03,3877.14,Bank transfer,3,13.48,1,0,12,5854.09,0
C-04456,15,Month-to-month,Basic,37.2,558.0,Bank transfer,0,1.42,0,0,3,434.22,0
C-04457,14,One-year,Basic,20.07,280.98,Credit card,2,1.97,0,1,7,369.8,0
C-04458,5,Month-to-month,Premium,83.55,417.75,Credit card,0,13.77,1,0,2,509.36,0
C-04459,11,Month-to-month,Standard,50.49,555.39,Electronic check,1,9.99,0,0,0,911.38,0
C-04460,11,One-year,Basic,39.0,429.0,Electronic check,8,1.83,1,2,2,956.94,0
C-04461,15,Month-to-month,Standard,48.84,732.6,Mailed check,2,2.95,0,1,78,44.28,1
C-04462,24,One-year,Basic,20.74,497.76,Electronic check,23,1.7,1,0,61,29.48,1
C-04463,42,Two-year,Standard,58.36,2451.12,Credit card,0,2.06,1,1,11,3275.76,0
C-04464,2,Month-to-month,Standard,58.21,116.42,Credit card,5,2.77,1,4,36,93.95,1
C-04465,17,One-year,Premium,112.98,1920.66,Mailed check,7,7.57,1,2,1,4088.82,0
